ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Ballaghadereen, Convent Road, Ballaghadereen",F45 TX97,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.90231912,-8.578757715,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
34,Roscommon - Galway Roscommon Education and Training Board,GRETBs Further Education and Training Service provides courses from level 1 to 6 on the National Framework of Qualifications.  We also provide and Information and Guidance Service for people who would like to return to education.  ,"English classes, Further Education courses, Training courses, Educational Information and Guidance ","GRETB YouthReach Roscommon, Lisnamult, Roscommon",F42 H985,No,www.gretb.ie,guidance@gretb.ie,1800 140 242,Education;,Education,53.62487713,-8.192297381,"Monday, Tuesday, Wednesday, Thursday, Friday. Our centres are open throughout the week for people to drop in and find out more about the courses we offer.",,,,,,,,,,,,
221,Roscommon - Local Authority Integration Team Roscommon,"Local Authority Integration Teams (LAITs) promote integration by helping international protection applicants, refugees, and beneficiaries of temporary protection access essential services and supports. LAITs ensure individuals and families can fully engage with their communities and thrive in their new environment.","Integration, Access, Welcoming, Supportive, Help, Inclusive, Empowering, Practical, Caring, Community, Guidance, Informative, Holistic, Compassionate","Áras an Chontae, Roscommon, Co. Roscommon, F42 VR98 ",F42 VR98 ,No,https://www.roscommoncoco.ie/en/,smcnaboe@roscommoncoco.ie,0906637203,Information & Advice,Information & Advice,53.63,-8.195,"Available: Yes, No time given",,,,,,,,,,,,
218,Roscommon - Refugee support Ballaghaderreen,"We support mostly, Syrian and Afghan refugees to integrate and understand irish methods of doing personal business. We involve young people in sporting activities. We assist refugee to settle in their new homes. ",None,Ballaghaderreen,None,No,https://www.facebook.com/Refugee-Support-Ballaghaderreen-613546418855619/,focballaghaderreen@gmail.com,N/A,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family, Youth Services, Legal Advice, Public Awareness & Activsm",Multiple Services,53.902,-8.579,Available:  No time given,,,,,,,,,,,,
412,Roscommon - Roscommon Volunteer Centre,We connect people who are interested in volunteering with meaningful volunteer roles in local community-based organisations.,"volunteer, CV, skills development, improve English, network, meet locals","The Square, Roscommon Town, Co. Roscommon, F42 DP08",F42 DP08,No,www.volunteerroscommon.ie,info@volunteerroscommon.ie,+353(0)89-400-8332,Opportunity to engage in volunteering and community development,Other,53.632,-8.19,Yes,,,,,,,,,,,,
163,"Sligo - Adult Educational Guidance, MSLETB (Sligo)","The Adult Educational Guidance Service helps people to make informed education, career and life choices by providing impartial and confidential Guidance Counselling, Information and Support to adults in relation to their education, training and career options. ",Educational Guidance,"MSLETB, Quay St., Sligo",F91 XH96,No,https://msletb.ie/,sligoadultguidance@msletb.ie,0860287319,Information & Advice;Educational Guidance;,Educational Guidance,54.274,-8.477,"Monday, Tuesday, Wednesday, Thursday, Friday: 9am-5pm",,,,,,,,,,,,
122,Sligo - Border Crossings Theatre Company,"Border Crossings works closely with refugees and migrants in the creation of theatre productions and films, including advocacy. ","theatre, storytelling, advocacy","The Factory Performance Space,  Lower Quay Street, Sligo ",F91 FX45,No,bordercrossings.ie,info@bordercrossings.ie,+353 (0)871 094026,Culture & the Arts;,Culture & the Arts,54.274,-8.478,N/A,,,,,,,,,,,,
154,Sligo - Fáilte Isteach,"Fáilte Isteach is a conversational English language project involving predominantly older volunteer tutors welcoming migrants and refugees through free, accessible classes. It's a community-based project offering a welcoming space for all. We currently have 200 active locations across 26 counties in Ireland.","Conversational English Classes, Fáilte Isteach, Improve English Conversational Skills, Free English Classes",Office address is Summerhill in Meath but we have group locations across Ireland. All classes are listed here: https://www.thirdageireland.ie/failte-isteach/locations ,A83 PW94,No,https://www.thirdageireland.ie/failte-isteach,failteisteach@thirdageireland.ie,(046) 9557766,Language Support,Language Support,53.483,-6.74,"Available: All classes are available for drop in, although learners are encourage to attend regularly when possible., No time given",,,,,,,,,,,,
38,Sligo - Haven,"A place of welcome and safety for international newcomers to Sligo. Conversational English, arts, crafts and much more!  Everyone welcome! ","Conversational English, arts, crafts, help with forms, integration, community, friendship, advice, support","Sligo Presbyterian Church Hall, Church Street, Sligo, F91 EY8K ",F91 EY8K ,No,sligopresbyterianchurch,sligopresbyterianchurch@gmail.com ,N/A,Language Support;Community & Family;Culture & the Arts;,Multiple services,54.27,-8.496,N/A,,,,,,,,,,,,
178,Sligo - Legal Aid Board,"The Legal Aid Board is an independent, publicly funded organisation providing civil legal aid and advice, family mediation services, assisted decision-making services, International protection services, and much more. ","Legal Aid, Legal advice, family mediation, international protection, rights of cohabitants, guardianship, assisted decision making, traveller support, abhaile scheme","Sligo Law and Family Mediation Centre, Bridgewater House, Rockwood Parade, Thomas Street, Sligo",F91 Y9YY,No,www.legalaidboard.ie,lawcentresligo@legalaidboard.ie,Phone: (066) 947 1000  LoCall: 0818 615 200: Sligo (071) 916 1670,Information & Advice;Housing support;Community & Family;Legal Advice;International protection;,Multiple services,54.27185582,-8.472978382,N/A,,,,,,,,,,,,
36,Sligo - Local Authority Integration Team (LAIT). Sligo County Council,"The Local Authority Team provides support and information to IPAS residents, those with Refugee status and BOTP's to assist them with integration into our communities.","Help with finding English language classes, employment and volunteering opportunities","Sligo County Council County Hall, Riverside, Sligo",F91 Y763,No,https://www.sligococo.ie/,integration@sligococo.ie,0876059191 or 0870330871,Information & Advice;,Information & Advice,54.271,-8.483,N/A,,,,,,,,,,,,
413,Sligo - MSLETB,"We provide information and guidance on educational and training opportunities to adults and young people over the age of 16 who have left fulltime education. Our service is free, confidential and impartial. ",Information and Guidance on education and training opportunities,"Quay St., Sligo",F91XH96,No,https://msletbadultguidance.ie/,Email 1: sligoadultguidance@msletb.ie ; Email 2: josephinemcgread@msletb.ie ; Email 3: grainnedunne@msletb.ie,071 9138410,Information & Advice,Multiple Services,54.212,-8.51,"Yes, open Monday-Friday from 9am-5pm (closed 1pm-2pm)",,,,,,,,,,,,
414,Sligo - Sanctuary Runners,"We have groups nation wide. You can find the updated list at https://sanctuaryrunners.ie/groups/  . Sanctuary Runners uses running, jogging and walking to bring together everyone in the community. Our model allows people to get to know each other and have fun while getting some exercise, especially migrants and refugees new to the community! We operate under the principles of solidarity, friendship and respect. ","Community, friendship, network, running, walking, jogging, exercise, mental health, wellbeing, parks",Sligo Town,None,No,https://sanctuaryrunners.ie/,sligo@sanctuaryrunners.ie,None,"Wellbeing & Mental Health, Community & Family",Multiple Services,54.277,-8.476,"Yes, each group welcomes people to 'just show up'. Times vary depending on the group",,,,,,,,,,,,
236,Sligo - Sligo Family Resource Centre,"Our Family Support Workers support parents and children directly, Disability Support Workers - adults with learning disabilities, English language and migrant supports, plus general supports including social prescribingfor parents","English classes, migrant women's group, language camps for children, ","49 the Mall, Sligo", F91HR58,No,https://sligofamilyresourcecentre.org/,sligofrc@gmail.com,0719146315,Information & Advice;Language Support;Wellbeing & Mental Health;Community & Family;Public Awareness & Activism;Social Prescribing;,Multiple services,54.27261974,-8.470470216,"Monday, Tuesday, Wednesday, Thursday, Friday: 9:30am-4:30pm",,,,,,,,,,,,
415,Sligo - Sligo Leader Partnership CLG,"Supporting Individuals, Communities and Enterprise with Employment training and placements, Social inclusion, Access to education and lifelong learning, Rural and social enterprise development, Community enhancement, Environmental projects",None,Sligo,F91 P7N2,No,https://www.sligoleader.ie/,info@sligoleader.com,None,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Wellbeing & Mental Health, Community & Family, Youth Services",Information & Advice,54.266,-8.454,N/A,,,,,,,,,,,,
