ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,
417,Sligo - Sligo Local Authority Integration team. ,"Work with centre managers to understand the overall needs of those in accommodation centres. Supporting BOTPS, IPA'S and those with status in accessing services. Highlight issues and gaps through National Reporting. Information sharing.","Integration, support, signposting ",No drop in service at this time.,F91 Y763,No,https://www.sligococo.ie/lait/,integration@sligococo.ie,087 0330871,Information & Advice,Information & Advice,54.271,-8.463,N/A,
418,Sligo - Sligo Volunteer Centre ,"We offer support and advice to members of the public who wish to engage in the community as volunteers. Volunteering can provide a great opportunity for people to meet people, make friends and practice english language skills. ",Finding volunteer roles,"5 JFK Parade, Sligo ",F91D682,No,www.volunteersligo.ie ,info@volunteersligo.ie,071-911 1042,Support on accessing volunteering opportunties,Information & Advice,54.271,-8.470,Yes 10am-2pm Tuesday-Thursday; other times by appointment,
419,Tipperary - Tipperary Education and Training Board (ETB),"Various locations across the county. The remit of Tipperary Education and Training Board, as the statutory provider of education for the County is the provision of a comprehensive range of quality education programmes to meet the needs of the community including Second Level/Post Primary Education, Post Leaving Certificate Programmes, Further Education and  Training Services. ",None,"Church Road, Nenagh, Co. Tipperary. E45 XD59",E45 XD59,No,www.tipperaryetb.ie,nenagh@tipperaryetb.ie,067-31250,"Education, Language Support, Youth Services",Multiple Services,52.867,-8.198,9am to 5pm,
420,Tipperary - Tipperary LAIT,"We provide advice, guidance and information in order to best support both IPAS and BOTP residents live an independent life in Tipperary. We work with people to develope a personal plan allowing them to reach their full potential. This can involve joining English classes, training, seeking employment and joining groups and clubs.","English classes Tipperary, training courses Tipperary, ",None,E91 N512 ,No,www.tipperarycoco.ie,integration@tipperarycoco.ie,0818065000/0818066000,"Health Services, Information & Advice, Employment & Training, Education, Language Support, Wellbeing & Mental Health, Community & Family, Youth Services",Multiple Services,52.355,-7.700,N/A,
421,Tyrone - ERANO - Empowering Refugees and Newcomers Organisation,"Our services are aimed at supporting refugees and newcomers to access services and opportunities on an equal basis.  We offer Advice/ guidance services,   Employment Support, Youth work, Access to legal advice   Form filling, Signposting, Refugee Resettlement Programme, English classes, Social events.","Guidance, English classes, Legal Advice, Form Filling","ERANO, 2 Drumragh Avenue, Omagh, BT78  1DP",BT78 1DP,No,https://www.facebook.com/RefugeeHubFODC/,mary.lafferty@eran.org.uk,07783706598,"Information & Advice, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family, Legal Advice",Multiple Services,54.599,-7.305,"Yes, Monday - Wednesday 9.30am - 5.00pm",
422,Tyrone - STEP (South Tyrone Empowerment Programme),"Step is a rights-based community 'anchor' organisation providing a range of support services and social integration and learning opportunities across Mid Ulster, which include an immigration advice and support service for immigrants, migrant workers, refugees and asylum seekers.","employment, training, english classes, wellbeing, advocacy, information","The Junction, 12 Beechvalley Way Dungannon , Co. Tyrone",BT70 1BS,No,www.stepni.org,info@stepni.org,+44 (0) 28 8775 0211,"Information & Advice, Employment & Training, Language Support, Housing Support, Wellbeing & Mental Health, Community & Family, Legal Advice, Public Awareness & Activsm,  referral and linkage to other services if we aren't who you really need ",Multiple Services,54.502,-6.780,Yes.  You can drop-in between  9.30 and 4.30  Mon-  Friday and speak with Chris.,
423,Waterford - Places of Sanctuary/Schools of Sanctuary,"We aim to build a culture of welcome, inclusion and understanding for all refugees and asylum seekers coming to Ireland. We help create spaces where refugees and other newcomers can meet and build understanding with locals, through Schools, Universities and other Places of Sanctuary.","Welcoming refugees in schools, Universities, churches, libraries and communities",Waterford,None,No,https://schools-ireland.cityofsanctuary.org/,schools@ireland.cityofsanctuary.org,None,"Employment & Training, Education, Language Support, Community & Family, Public Awareness & Activsm, Empowering and linking refugees and host communities",Education,52.259,-7.110,N/A,
424,Waterford - Waterford Integration Services,"Waterford Integration Services supports Refugees, Asylum Seekers, and other Migrants in the Southeast region. We provide Human Rights Education, Advocacy, Integration, Outreach Services, Policy Development, assisting frontline providers with culturally appropriate training, resources and information.  ","English Language, information services, form filling, referral services, education programmes, social enterprise ideation, translation support, policy development","Enterprise House, New Street, Waterford",X91 YN7X,No,https://waterfordintegrationservices.com/,anne.nolisu@gmail.com,051 844538,"Information & Advice, Employment & Training, Education, Language Support, Community & Family, Public Awareness & Activsm, Cultural Events",Multiple Services,52.258,-7.112,Yes - Mon to Friday 10-2pm,
425,Waterford - Waterford Local Authority Integration Team,"The LAIT works with International Protection Applicants, BOTPs, Programme Refugees and those with Refugee, Subsidiary Protection or Permission to remain status.  The LAIT signposts Individuals to Services, provides Information Packs and offers Information Clinics on a range of different topics to support successful integration into Society.",Signposting to services. Information packs. Information Clinics. One to One Appointments. ,"St Johns Hall, Catherine Street, Waterford City, Waterford",X91 X827,No,www.waterfordcouncil.ie,integration@waterfordcouncil.ie,0861648318,"Information & Advice, Signposting to the above services. ",Information & Advice,52.259,-7.108,N/A,
426,Waterford - Waterford Sanctuary Runners,"We meet every 2nd Saturday for a social run, and join occasional organised running events like Park Run, 5Ks, 10Ks. All welcome. Walk or Run. New arrivals and Irish residents together. It's a great way to do something healthy and connect with others in the area. Solidarity | Friendship | Respec #RunAsOne","Community, friendship, network, running, walking, jogging, exercise, mental health, wellbeing, parks",None,None,No,https://sanctuaryrunners.ie/,waterford@sanctuaryrunners.ie,086 1296995,"Wellbeing & Mental Health, Community & Family",Wellbeing & Mental Health,52.243,-7.122,N/A,
427,Waterford - Waterford Volunteer Centre,"We support individuals in finding volunteering opportunities that can benefit them in many ways, such as gaining new skills, meeting new people, and giving back to the community. We also support organisations that involve volunteers.",volunteer opportunities,"4C Manor House, Manor Village, Cork Road, Waterford",X91 HH9P,No,www.volunteerwaterford.ie,info@volunteerwaterford.ie,083 026 8144 / 086 142 4928,Information & Advice,Multiple Services,52.252,-7.117,"Yes, Tuesdays and Thursdays 11am - 3pm",
428,Westmeath - Local Authority Integration Team (LAIT) Westmeath County Council,"LAITs promote integration from day one by helping international protection applicants, refugees, and beneficiaries of temporary protection access essential services and supports. Through clinics, and tailored coordination, LAITs ensure individuals and families can fully engage with their communities and thrive in their new environment.","Integration, Access, Welcoming, Supportive, Help, Inclusive, Empowering, Practical, Caring, Community, Guidance, Holistic, Compassionate","Westmeath County Council, Civic Centre, Church Street, Athlone, Westmeath ",N37 P2T5 ,No,https://www.westmeathcoco.ie/en/ourservices/communitydevelopment/lait/,integration@westmeathcoco.ie,090 644 2208  or 087 037 0751,Information & Advice,Multiple Services,53.424,-7.937,Yes - please contact us for details.,
429,Westmeath - LWETB FET Guidance Service,"Returning to learning as an adult can be challenging, especially if early experiences of education were difficult. LWETB FET Guidance Service offers information, advice and guidance on training, education and careers for adults who are interested in returning to education. ","Guidance, Adult Education, Courses, ","Offices in Athlone, Longford and Mullingar",N37 X2F1,No,www.lwetb.ie,adultguidance@lwetb.ie,044 9342111,Education,Education,53.419,-7.949,N/A,
430,Westmeath - LWETB FET Guidance Service,"Returning to learning as an adult can be challenging, especially if early experiences of education were difficult. LWETB FET Guidance Service offers information, advice and guidance on training, education and careers for adults who are interested in returning to education. ","Guidance, Adult Education, Courses, ","Offices in Athlone, Longford and Mullingar",N37 X2F1,No,www.lwetb.ie,adultguidance@lwetb.ie,044 9342111,Education,Education,53.419,-7.949,N/A,
